ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE;
0319;Rábahídvég;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;27;
0342;Bogyiszló;Tolnai;Tolna;Dél-Dunántúl;Dunántúl;28;
0702;Mucsi;Tamási;Tolna;Dél-Dunántúl;Dunántúl;27;
0704;Baracs;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;31;
0708;Tiszanána;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;25;
0709;Szentbékkálla;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;64;
0710;Tinnye;Pilisvörösvári;Pest;Pest;Közép-Magyarország;45;
0712;Hetvehely;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;26;
0716;Pácsony;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;34;
2461;Tapsony;Marcali;Somogy;Dél-Dunántúl;Dunántúl;28;
2490;Balatonszárszó;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;69;
2507;Somogyhatvan;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;21;
2523;Filkeháza;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;22;
2542;Magyarszombatfa;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;30;
2473;Pányok;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;28;
2408;Jászivány;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;35;
2436;Felsőörs;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;64;
0241;Kisbabot;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;38;
0274;Fáj;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;7;
0307;Balatoncsicsó;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;44;
0366;Cered;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;24;
0421;Nyomár;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;21;
0432;Bodorfa;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;27;
2898;Ura;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;31;
2656;Somlóvásárhely;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;26;
0769;Szőkéd;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;33;
0288;Vasalja;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;35;
1892;Csolnok;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;35;
2032;Rinyaújnép;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;21;
2014;Csesztve;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;17;
0741;Kengyel;Törökszentmiklósi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;33;
0742;Bazsi;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;29;
0743;Parád;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;32;
0746;Mérk;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;25;
0752;Drágszél;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;36;
0757;Zalabaksa;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;29;
2452;Tök;Budakeszi;Pest;Pest;Közép-Magyarország;37;
2458;Rohod;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;39;
2462;Lovászhetény;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;24;
2464;Csesznek;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;23;
2472;Rábapordány;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;37;
2474;Baranyajenő;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;21;
2476;Ugod;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;33;
2477;Padár;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;30;
2483;Nagytilaj;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;33;
2479;Kardos;Szarvasi;Békés;Dél-Alföld;Alföld és Észak;32;
2489;Szigliget;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;90;
2503;Zsámbék;Budakeszi;Pest;Pest;Közép-Magyarország;32;
2508;Mezőszemere;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;28;
2521;Murakeresztúr;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;29;
2522;Bakonysárkány;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;27;
2524;Köblény;Komlói;Baranya;Dél-Dunántúl;Dunántúl;23;
2525;Bihardancsháza;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;25;
2528;Alsószentiván;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;30;
2529;Regenye;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;24;
2797;Nagyalásony;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;30;
2798;Nagyszekeres;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;27;
2800;Öcsöd;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;28;
2803;Nekézseny;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;11;
2805;Tolcsva;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;27;
2807;Kerecsend;Egri;Heves;Észak-Magyarország;Alföld és Észak;30;
2813;Kunszentmiklós;Kunszentmiklósi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;35;
2815;Kisszállás;Kiskunhalasi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;30;
2147;Felsőrajk;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;28;
2149;Tiszasas;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;36;
2153;Uraiújfalu;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;33;
2154;Múcsony;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;25;
2159;Csebény;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;16;
2164;Zsédeny;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;33;
2165;Nagybajom;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;25;
1453;Kömlő;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;25;
1454;Tataháza;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;42;
1457;Tápiószentmárton;Nagykátai;Pest;Pest;Közép-Magyarország;35;
1459;Görgeteg;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;23;
1465;Nagynyárád;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;28;
1466;Pilismarót;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;26;
1467;Darvas;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;42;
1468;Pinnye;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;39;
1469;Nyíribrony;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;27;
1472;Pálfiszeg;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;32;
2027;Véménd;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;27;
2028;Egyed;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;38;
2133;Istvándi;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;20;
2011;Erk;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;24;
2105;Pókaszepetk;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;30;
2004;Bárna;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;13;
2005;Somogyegres;Tabi;Somogy;Dél-Dunántúl;Dunántúl;31;
2167;Sajókápolna;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;27;
2177;Vanyola;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;32;
2226;Pócsa;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;31;
2252;Balajt;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;11;
2160;Pápasalamon;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;20;
2220;Jászapáti;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;30;
2235;Boconád;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;35;
2244;Edve;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;40;
1919;Nagyvázsony;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;34;
1942;Kisar;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;24;
1903;Tét;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;30;
1904;Szurdokpüspöki;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;28;
1889;Szomolya;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;28;
1954;Szár;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;35;
1988;Váchartyán;Váci;Pest;Pest;Közép-Magyarország;37;
1970;Buj;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;26;
1736;Nárai;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;39;
1822;Kaposmérő;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;32;
1782;Mándok;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;28;
1831;Gyód;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;31;
1847;Csévharaszt;Monori;Pest;Pest;Közép-Magyarország;30;
1816;Kéleshalom;Jánoshalmai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;24;
1738;Alsómocsolád;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;24;
0280;Enying;Enyingi;Fejér;Közép-Dunántúl;Dunántúl;35;
0335;Nova;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;28;
0396;Ruzsa;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;19;
0264;Alibánfa;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;36;
0303;Döröske;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;52;
0308;Sajóhídvég;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;15;
2192;Kápolnásnyék;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;36;
2207;Velény;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;29;
2175;Nemesszalók;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;35;
2156;Girincs;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;30;
2249;Ormándlak;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;34;
2267;Bonnya;Tabi;Somogy;Dél-Dunántúl;Dunántúl;36;
0542;Királyszentistván;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;36;
0543;Magyarhertelend;Komlói;Baranya;Dél-Dunántúl;Dunántúl;34;
0553;Kallósd;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;25;
2334;Tarnaméra;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;39;
2278;Tiszaszentimre;Tiszafüredi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;34;
2309;Siójut;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;32;
2374;Bakonybél;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;31;
2302;Rudabánya;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;25;
2318;Nagyesztergár;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;29;
2343;Csatár;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;34;
2358;Nagyveleg;Móri;Fejér;Közép-Dunántúl;Dunántúl;30;
2381;Csempeszkopács;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;36;
0483;Somogyzsitfa;Marcali;Somogy;Dél-Dunántúl;Dunántúl;27;
0484;Terény;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;23;
0758;Felsőregmec;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;12;
0469;Vasvár;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;36;
0503;Gyula;Gyulai;Békés;Dél-Alföld;Alföld és Észak;38;
1809;Zalaszentjakab;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;24;
1815;Tatabánya;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;38;
1825;Bodajk;Móri;Fejér;Közép-Dunántúl;Dunántúl;37;
1828;Kisköre;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;29;
1833;Gilvánfa;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;17;
1835;Uppony;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;31;
1838;Nagydorog;Paksi;Tolna;Dél-Dunántúl;Dunántúl;32;
1841;Várbalog;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;51;
1966;Alsódobsza;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;25;
1992;Bókaháza;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;26;
1998;Soltvadkert;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;41;
2003;Gétye;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;34;
2008;Kemenesszentmárton;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;32;
2017;Tiszabezdéd;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;31;
2019;Lucfalva;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;20;
2511;Tótszerdahely;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;22;
2512;Zaláta;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;20;
2518;Jászjákóhalma;Jászberényi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;33;
2243;Kocsola;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;32;
2250;Erdőhorváti;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;26;
2259;Cserhátsurány;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;19;
2261;Szomód;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;33;
2547;Oltárc;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;19;
2548;Leányvár;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;35;
2549;Endrefalva;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;27;
2551;Nemeskisfalud;Marcali;Somogy;Dél-Dunántúl;Dunántúl;26;
2552;Nagyszakácsi;Marcali;Somogy;Dél-Dunántúl;Dunántúl;32;
2556;Hárskút;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;32;
2843;Kék;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;26;
2847;Kisléta;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;24;
2848;Tompa;Kiskunhalasi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;30;
2849;Zalaboldogfa;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;36;
2850;Balatonszőlős;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;36;
2851;Porrogszentpál;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;24;
2852;Varga;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;33;
2854;Kovácsvágás;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;19;
0268;Békésszentandrás;Szarvasi;Békés;Dél-Alföld;Alföld és Észak;36;
0318;Iborfia;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;87;
0232;Baktalórántháza;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;28;
0242;Hegyesd;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;41;
0334;Ivándárda;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;33;
0215;Muhi;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;29;
0244;Szatta;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;50;
0270;Pálmonostora;Kiskunfélegyházi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;21;
2718;Nagykónyi;Tamási;Tolna;Dél-Dunántúl;Dunántúl;29;
2765;Rózsaszentmárton;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;31;
2747;Sárospatak;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;30;
2732;Vámosatya;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;29;
2685;Csengerújfalu;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;26;
2719;Novajidrány;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;17;
2687;Nagyfüged;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;27;
2695;Balkány;Nagykállói;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;29;
2572;Sopronkövesd;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;37;
1097;Tiszavalk;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;26;
1073;Vámosmikola;Szobi;Pest;Pest;Közép-Magyarország;26;
1124;Pócspetri;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;32;
1125;Fertőboz;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;39;
1177;Sárszentmihály;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;39;
1098;Szulok;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;25;
1066;Városföld;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;33;
1110;Szőlősgyörök;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;33;
1111;Szuhakálló;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;29;
1128;Katymár;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;36;
2909;Sopronhorpács;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;36;
2578;Salgótarján;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;33;
2678;Várda;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;35;
2692;Ásványráró;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;41;
2709;Celldömölk;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;34;
2714;Komoró;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;31;
2722;Kálmánháza;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;34;
2728;Magyarnádalja;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;38;
2731;Törökszentmiklós;Törökszentmiklósi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;32;
2735;Mecsér;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;32;
2020;Seregélyes;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;35;
2053;Dunavarsány;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;34;
2061;Búcsúszentlászló;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;35;
0458;Veszkény;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;39;
2316;Bükkösd;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;28;
2772;Salomvár;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;28;
3344;Bedő;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;28;
1166;Legyesbénye;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;25;
2471;Szilvás;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;29;
0356;Szentantalfa;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;45;
0385;Tiszabercel;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;25;
0371;Tiszadorogma;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;36;
0350;Sajóbábony;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;26;
0365;Bátmonostor;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;38;
1262;Sokorópátka;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;35;
0344;Mezőzombor;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;17;
0387;Nyírpilis;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;16;
2451;Ecser;Vecsési;Pest;Pest;Közép-Magyarország;49;
2467;Kóspallag;Szobi;Pest;Pest;Közép-Magyarország;33;
2470;Tekenye;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;29;
2498;Decs;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;25;
2499;Tázlár;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;30;
2482;Biharnagybajom;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;28;
2515;Bánhorváti;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;26;
2516;Sarkadkeresztúr;Sarkadi;Békés;Dél-Alföld;Alföld és Észak;30;
2347;Somberek;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;25;
2348;Pásztori;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;24;
2364;Göd;Dunakeszi;Pest;Pest;Közép-Magyarország;44;
2384;Gyóró;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;42;
2386;Rátót;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;31;
2388;Sonkád;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;26;
2391;Óbudavár;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;93;
2392;Bakonyszentiván;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;32;
2393;Méhkerék;Sarkadi;Békés;Dél-Alföld;Alföld és Észak;43;
2399;Kompolt;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;30;
2257;Csonkamindszent;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;24;
2403;Dombegyház;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;29;
2404;Monostorapáti;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;28;
3112;Sántos;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;32;
3164;Fiad;Tabi;Somogy;Dél-Dunántúl;Dunántúl;30;
3123;Szatmárcseke;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;26;
3137;Pusztacsalád;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;33;
3186;Tiszavárkony;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;34;
3114;Csonkahegyhát;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;34;
3172;Felsőkelecsény;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;17;
3180;Sárkeresztes;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;41;
2505;Orosztony;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;27;
1556;Balatonudvari;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;102;
1445;Szentes;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;35;
1524;Pusztamonostor;Jászberényi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;30;
0408;Hevesvezekény;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;31;
0409;Helvécia;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;28;
0459;Kereki;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;30;
0903;Berkenye;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;30;
0792;Szentgál;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;29;
0828;Telki;Budakeszi;Pest;Pest;Közép-Magyarország;55;
0877;Ajak;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;28;
0878;Újsolt;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;38;
0802;Bükkszentkereszt;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;29;
0845;Pilisszentlászló;Szentendrei;Pest;Pest;Közép-Magyarország;37;
0596;Magyarcsanád;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;32;
0598;Egyházasgerge;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;21;
0601;Magyarkeszi;Tamási;Tolna;Dél-Dunántúl;Dunántúl;32;
0604;Kunbaja;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;35;
0605;Ragály;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;15;
0691;Bélavár;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;29;
1170;Vöröstó;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;39;
1162;Bodmér;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;48;
1075;Majosháza;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;34;
1119;Igal;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;40;
1093;Hagyárosbörönd;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;34;
1102;Zsujta;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;23;
1154;Szentjakabfa;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;39;
1173;Orfű;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;50;
1180;Vindornyaszőlős;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;57;
1068;Vállus;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;35;
2217;Nagykutas;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;37;
2242;Tormás;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;24;
2251;Monoszló;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;83;
2194;Akasztó;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;31;
2258;Vasad;Monori;Pest;Pest;Közép-Magyarország;26;
1463;Fonyód;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;58;
