ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE;
2049;Eger;Egri;Heves;Észak-Magyarország;Alföld és Észak;523;
0330;Iklad;Aszódi;Pest;Pest;Közép-Magyarország;342;
0332;Ipolytarnóc;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;505;
0641;Kákics;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;489;
0642;Kaposszerdahely;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;399;
2759;Nadap;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;355;
2760;Nagytálya;Egri;Heves;Észak-Magyarország;Alföld és Észak;396;
2762;Újlőrincfalva;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;626;
2949;Varsány;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;408;
2343;Csatár;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;363;
0654;Vindornyalak;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;736;
0657;Mezőszentgyörgy;Enyingi;Fejér;Közép-Dunántúl;Dunántúl;358;
1277;Nagylak;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;831;
1282;Egerbakta;Egri;Heves;Észak-Magyarország;Alföld és Észak;384;
1283;Bezeréd;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1096;
1328;Felsőegerszeg;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;593;
1367;Tengeri;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;617;
2160;Pápasalamon;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;476;
2201;Szamosbecs;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;462;
1249;Zalaistvánd;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;480;
1926;Szil;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;443;
1956;Pély;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;489;
1099;Kerékteleki;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;420;
1294;Garabonc;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;420;
1485;Szabadi;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;446;
1490;Sármellék;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;411;
1671;Gic;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;455;
1676;Váncsod;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;482;
2134;Kajászó;Martonvásári;Fejér;Közép-Dunántúl;Dunántúl;373;
2908;Lócs;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;757;
2926;Tác;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;355;
2944;Gulács;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;371;
3027;Csécse;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;503;
3250;Kunszentmárton;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;515;
3271;Feketeerdő;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;364;
1090;Garadna;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;535;
3437;Kerekharaszt;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;332;
1902;Pusztakovácsi;Marcali;Somogy;Dél-Dunántúl;Dunántúl;413;
1925;Okány;Sarkadi;Békés;Dél-Alföld;Alföld és Észak;516;
1950;Galgahévíz;Aszódi;Pest;Pest;Közép-Magyarország;394;
1962;Mezőberény;Békési;Békés;Dél-Alföld;Alföld és Észak;467;
1975;Nyalka;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;414;
1991;Kiskassa;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;484;
1546;Nagyhuta;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;636;
1609;Atkár;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;422;
3440;Zákányfalu;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;459;
3077;Hosszúvíz;Marcali;Somogy;Dél-Dunántúl;Dunántúl;744;
3092;Csabrendek;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;377;
3390;Kisdobsza;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;431;
0380;Szakáld;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;556;
0223;Vág;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;656;
3410;Bocskaikert;Hajdúhadházi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;356;
0530;Bőcs;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;370;
1754;Bocfölde;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;367;
0964;Vörs;Marcali;Somogy;Dél-Dunántúl;Dunántúl;622;
1004;Csáfordjánosfa;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;402;
1010;Áporka;Ráckevei;Pest;Pest;Közép-Magyarország;427;
1033;Ásotthalom;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;517;
1036;Füzérradvány;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;802;
1055;Monor;Monori;Pest;Pest;Közép-Magyarország;381;
1057;Sajtoskál;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;484;
2708;Cakóháza;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;468;
2710;Vasmegyer;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;341;
1601;Mélykút;Jánoshalmai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;595;
1604;Kunágota;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;558;
0662;Szécsény;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;465;
0673;Csősz;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;404;
0686;Adorjás;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;356;
0716;Pácsony;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;539;
3048;Forró;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;307;
3050;Karos;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;449;
0579;Cserkeszőlő;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;664;
0583;Balatonalmádi;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;464;
0971;Császló;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;451;
2169;Drávasztára;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;598;
2178;Pázmánd;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;412;
2180;Ravazd;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;402;
2187;Piliscsév;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;373;
2226;Pócsa;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;485;
2239;Csönge;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;519;
2258;Vasad;Monori;Pest;Pest;Közép-Magyarország;399;
2492;Bisse;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;552;
1805;Sámod;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;467;
1821;Soltszentimre;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;481;
0502;Bozsok;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;419;
0692;Bekecs;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;410;
0695;Fehértó;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;467;
1075;Majosháza;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;382;
1273;Horvátlövő;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;350;
1646;Berkesd;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;365;
1449;Ózd;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;464;
1477;Nagybörzsöny;Szobi;Pest;Pest;Közép-Magyarország;552;
2030;Apagy;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;382;
2210;Jászárokszállás;Jászberényi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;491;
2404;Monostorapáti;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;438;
2607;Rábapaty;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;412;
2765;Rózsaszentmárton;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;465;
2771;Izmény;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;490;
3435;Károlyháza;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;276;
1031;Pusztacsó;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;363;
1039;Hajdúhadház;Hajdúhadházi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;329;
1042;Magyaratád;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;446;
1048;Bicske;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;364;
1052;Detek;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;568;
1650;Szaknyér;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;750;
1843;Velemér;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;743;
1844;Zalaszentmihály;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;543;
0878;Újsolt;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;728;
0886;Bátaszék;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;420;
0929;Gecse;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;470;
0522;Kisnémedi;Váci;Pest;Pest;Közép-Magyarország;441;
0535;Kára;Tabi;Somogy;Dél-Dunántúl;Dunántúl;1667;
0552;Szörény;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;486;
0521;Nagygörbő;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;642;
0526;Karád;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;585;
0717;Sorkifalud;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;419;
2025;Csehbánya;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;439;
2038;Mérges;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;453;
2039;Vasasszonyfa;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;441;
2105;Pókaszepetk;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;414;
2115;Vezseny;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;549;
2964;Dömsöd;Ráckevei;Pest;Pest;Közép-Magyarország;401;
0356;Szentantalfa;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;280;
0740;Pásztó;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;457;
0928;Nagygeresd;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;511;
1128;Katymár;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;575;
1510;Szenna;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;342;
2117;Balatonfüred;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;492;
2126;Babosdöbréte;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;468;
1155;Szécsisziget;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;561;
1157;Petőmihályfa;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;486;
1542;Rábatamási;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;461;
1547;Kismarja;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;441;
1734;Kiscsécs;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;248;
1932;Borota;Jánoshalmai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;609;
1933;Veszprémgalsa;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;502;
2638;Gátér;Kiskunfélegyházi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;544;
3354;Nagyszentjános;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;362;
3386;Balatonlelle;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;594;
2950;Iklanberény;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;905;
0367;Nemeskeresztúr;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;594;
0404;Tófű;Komlói;Baranya;Dél-Dunántúl;Dunántúl;559;
0232;Baktalórántháza;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;300;
3407;Csabaszabadi;Békéscsabai;Békés;Dél-Alföld;Alföld és Észak;683;
1049;Dorog;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;461;
0652;Gyermely;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;363;
0677;Markotabödöge;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;469;
2329;Kapospula;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;410;
2522;Bakonysárkány;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;401;
2706;Magyarsarlós;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;507;
2715;Nagyhalász;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;369;
2872;Somogysárd;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;428;
0452;Kecskéd;Oroszlányi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;362;
1159;Piliny;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;486;
1349;Erzsébet;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;494;
0982;Pilis;Monori;Pest;Pest;Közép-Magyarország;385;
0994;Hencse;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;502;
1332;Almamellék;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;391;
1253;Gyűrűs;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;662;
1255;Fancsal;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;466;
1904;Szurdokpüspöki;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;487;
1964;Ófalu;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;372;
1431;Sajókaza;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;325;
3287;Csót;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;412;
3289;Tar;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;474;
0723;Zalaszentlászló;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;434;
2179;Erdőtarcsa;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;516;
2200;Törtel;Ceglédi;Pest;Pest;Közép-Magyarország;436;
2207;Velény;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;566;
2406;Ősi;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;385;
2411;Zselickislak;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;319;
2957;Kesztölc;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;402;
3224;Árpás;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;549;
3231;Cserhátszentiván;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;1243;
0305;Lickóvadamos;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;724;
1903;Tét;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;349;
1920;Dúzs;Tamási;Tolna;Dél-Dunántúl;Dunántúl;498;
1923;Levél;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;351;
1931;Ősagárd;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;527;
1968;Újlengyel;Dabasi;Pest;Pest;Közép-Magyarország;432;
2955;Panyola;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;513;
2956;Telekes;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;391;
3221;Márkó;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;326;
0483;Somogyzsitfa;Marcali;Somogy;Dél-Dunántúl;Dunántúl;563;
3152;Kerecseny;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;707;
3162;Kunsziget;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;360;
2575;Pákozd;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;360;
2577;Somlószőlős;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;488;
2580;Hegymagas;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;504;
0276;Tápiószőlős;Ceglédi;Pest;Pest;Közép-Magyarország;484;
0277;Ludányhalászi;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;356;
0284;Felsőzsolca;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;349;
1146;Zala;Tabi;Somogy;Dél-Dunántúl;Dunántúl;510;
1152;Balaton;Bélapátfalvai;Heves;Észak-Magyarország;Alföld és Észak;446;
1153;Magyardombegyház;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;958;
1158;Vilmány;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;296;
1693;Orgovány;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;491;
1297;Szentgáloskér;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;466;
1363;Besenyőd;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;351;
1104;Lakócsa;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;510;
1288;Nyékládháza;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;381;
0256;Döbrököz;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;504;
0445;Nagylengyel;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;481;
0640;Jákfa;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;486;
1427;Káptalanfa;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;418;
1454;Tataháza;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;608;
1521;Marócsa;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;662;
1537;Etes;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;534;
1727;Juta;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;379;
2460;Szuhogy;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;421;
3265;Mezőladány;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;344;
0536;Csákberény;Móri;Fejér;Közép-Dunántúl;Dunántúl;467;
0913;Bag;Aszódi;Pest;Pest;Közép-Magyarország;354;
2202;Fonó;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;544;
2274;Nagycserkesz;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;400;
2290;Béb;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;400;
2495;Vásárosbéc;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;508;
2520;Nagytevel;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;436;
2552;Nagyszakácsi;Marcali;Somogy;Dél-Dunántúl;Dunántúl;747;
2560;Nemessándorháza;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;589;
2604;Kőszegpaty;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;459;
0893;Vámosoroszi;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;366;
0925;Nyírtét;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;394;
0518;Csemő;Ceglédi;Pest;Pest;Közép-Magyarország;430;
0554;Zákányszék;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;528;
0595;Kissomlyó;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;701;
2978;Vízvár;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;698;
0890;Nagykereki;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;377;
0891;Magyarföld;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;763;
1091;Karakó;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;530;
1276;Nagybakónak;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;585;
1284;Kisjakabfalva;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;949;
1475;Noszlop;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;444;
1480;Mersevát;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;425;
3008;Szamostatárfalva;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;414;
0540;Babarc;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;427;
0731;Bokod;Oroszlányi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;390;
0741;Kengyel;Törökszentmiklósi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;420;
2651;Olaszfalu;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;394;
2717;Sajólád;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;350;
2719;Novajidrány;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;343;
2831;Bábonymegyer;Tabi;Somogy;Dél-Dunántúl;Dunántúl;450;
3023;Mesterszállás;Mezőtúri;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;597;
1767;Lajosmizse;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;434;
1787;Lesencetomaj;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;355;
1810;Battonya;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;548;
1834;Veresegyház;Gödöllői;Pest;Pest;Közép-Magyarország;334;
2995;Káld;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;450;
3306;Ibafa;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;479;
3310;Csatka;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;727;
3316;Dad;Oroszlányi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;398;
0226;Vásárosdombó;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;397;
2909;Sopronhorpács;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;369;
2915;Vágáshuta;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1149;
2916;Páka;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;480;
1417;Bánd;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;379;
1602;Monyoród;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;554;
1603;Kisnamény;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;587;
1608;Kispáli;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;410;
2177;Vanyola;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;504;
2369;Sárbogárd;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;437;
3209;Királd;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;569;
1887;Mátészalka;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;452;
1901;Visnye;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;523;
1941;Pécs;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;523;
1945;Kutasó;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;843;
0915;Drávakeresztúr;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;924;
0917;Gige;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;345;
0922;Tokorcs;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;437;
0208;Mánd;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;402;
3101;Szalaszend;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;377;
0442;Ács;Komáromi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;395;
1399;Bolhás;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;479;
1505;Matty;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;488;
1513;Debrecen;Debreceni;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;490;
1508;Hetyefő;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;590;
1729;Rábaszentmiklós;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;475;
1735;Buzsák;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;511;
1743;Jásd;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;489;
1758;Jármi;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;412;
1763;Siófok;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;575;
2863;Teresztenye;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1071;
0221;Balatonfűzfő;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;447;
0245;Vajta;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;491;
0272;Sáregres;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;459;
0293;Dudar;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;400;
0308;Sajóhídvég;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;310;
0969;Halásztelek;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;358;
1524;Pusztamonostor;Jászberényi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;452;
0201;Ráckeresztúr;Martonvásári;Fejér;Közép-Dunántúl;Dunántúl;371;
1833;Gilvánfa;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;353;
1137;Füzérkomlós;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;541;
1325;Szabadegyháza;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;409;
1327;Szigethalom;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;347;
1516;Bakonszeg;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;497;
1713;Hernádszentandrás;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;337;
1908;Söjtör;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;448;
2099;Kemenespálfa;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;336;
2535;Kemendollár;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;436;
1051;Maroslele;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;475;
